product_type,sku,price,availability,number_of_products_sold,revenue_generated,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,defect_rate_pct,supplier_risk_score
accessories,SKU00597,114.79,417,1884,1106.01,402,25,212,10,Carrier B,187.7,Supplier_1,Kolkata,1534,2,68.76,Pass,0.0081,Road,Route C,659.12,0.81,37.38
cosmetics,SKU00598,288.41,88,193,9331.36,500,24,208,3,Carrier B,115.6,Supplier_1,Bangalore,2400,12,394.58,Fail,0.0039,Air,Route B,1135.09,0.39,34.26
skincare,SKU00599,40.06,71,594,46652.58,763,5,145,5,Carrier B,70.93,Supplier_4,Bangalore,2877,12,126.83,Pass,0.1014,Sea,Route B,1586.82,10.14,46.28
skincare,SKU00600,261.6,382,589,402.24,786,19,282,8,Carrier C,129.59,Supplier_5,Chennai,848,15,53.75,Pass,0.0623,Road,Route C,715.52,6.23,50.57
cosmetics,SKU00601,197.49,296,1968,2787.64,466,14,487,1,Carrier B,138.65,Supplier_5,Kolkata,738,4,437.63,Pass,0.1179,Sea,Route A,579.64,11.79,65.76
haircare,SKU00602,91.7,218,52,5006.79,732,2,466,8,Carrier C,184.27,Supplier_1,Bangalore,4077,19,296.73,Pass,0.1269,Rail,Route B,1291.87,12.69,52.23
haircare,SKU00603,234.56,277,124,44602.84,877,6,18,6,Carrier A,129.02,Supplier_4,Bangalore,4831,18,426.74,Pass,0.0542,Air,Route A,869.49,5.42,28.75
accessories,SKU00604,90.34,100,1682,19227.49,461,24,260,6,Carrier B,106.89,Supplier_1,Chennai,3534,15,400.15,Pass,0.0687,Sea,Route C,555.62,6.87,60.29
accessories,SKU00605,268.97,346,1469,34611.39,758,5,447,13,Carrier C,73.85,Supplier_4,Kolkata,2130,18,65.26,Pass,0.1147,Sea,Route B,1894.15,11.47,51.62
cosmetics,SKU00606,29.41,177,840,35323.17,679,13,22,4,Carrier B,87.98,Supplier_2,Delhi,3965,7,66.23,Pass,0.02,Air,Route A,458.77,2.0,25.01
accessories,SKU00607,40.1,153,582,21756.81,494,15,386,10,Carrier C,60.87,Supplier_2,Mumbai,144,14,363.13,Pass,0.1209,Air,Route C,828.29,12.09,68.39
skincare,SKU00608,226.25,279,4,36645.9,495,24,215,2,Carrier C,125.94,Supplier_1,Chennai,4910,6,425.94,Pass,0.055,Sea,Route B,618.91,5.5,54.78
cosmetics,SKU00609,137.51,192,847,23115.17,357,14,172,3,Carrier B,172.94,Supplier_4,Chennai,1555,17,106.56,Pass,0.0374,Rail,Route A,1627.45,3.74,33.43
haircare,SKU00610,48.5,32,1105,27138.04,863,16,108,10,Carrier C,120.59,Supplier_4,Mumbai,2093,3,445.72,Pass,0.0703,Road,Route B,1345.27,7.03,49.5
skincare,SKU00611,156.46,120,1272,15410.03,213,19,343,11,Carrier C,44.58,Supplier_2,Bangalore,4749,15,32.65,Pass,0.0971,Road,Route C,1823.05,9.71,64.55
haircare,SKU00612,92.61,489,679,196.84,287,11,41,11,Carrier A,12.1,Supplier_1,Bangalore,2693,10,388.9,Pending,0.1257,Sea,Route B,577.29,12.57,64.61
skincare,SKU00613,167.05,145,91,29706.07,292,25,191,9,Carrier A,176.22,Supplier_5,Delhi,1620,13,321.22,Pass,0.1233,Sea,Route A,1658.59,12.33,83.64
skincare,SKU00614,224.4,197,519,13354.98,187,20,113,12,Carrier B,62.57,Supplier_2,Mumbai,3209,16,204.85,Pass,0.0053,Road,Route B,1352.46,0.53,29.11
skincare,SKU00615,257.77,87,447,13830.66,355,21,322,4,Carrier C,139.32,Supplier_4,Kolkata,1993,15,203.49,Pending,0.0246,Rail,Route C,269.53,2.46,38.29
skincare,SKU00616,22.41,26,1932,43952.03,703,28,148,1,Carrier C,189.37,Supplier_2,Chennai,4255,7,167.63,Pass,0.0507,Sea,Route B,538.6,5.07,58.77
haircare,SKU00617,179.74,452,208,18156.34,361,10,218,4,Carrier B,188.29,Supplier_2,Mumbai,4876,18,248.28,Pending,0.009,Sea,Route B,1686.32,0.9,16.31
skincare,SKU00618,295.18,297,1635,5207.45,147,22,214,7,Carrier C,113.19,Supplier_3,Mumbai,4514,13,260.17,Pass,0.0671,Sea,Route B,898.24,6.71,56.79
accessories,SKU00619,140.64,443,1479,31555.46,179,15,458,3,Carrier A,183.07,Supplier_5,Bangalore,3945,5,99.24,Pass,0.0679,Rail,Route C,364.95,6.79,47.11
skincare,SKU00620,232.02,415,940,26968.18,454,11,219,6,Carrier B,83.53,Supplier_2,Kolkata,4868,7,26.49,Pass,0.0785,Rail,Route B,303.68,7.85,45.65
cosmetics,SKU00621,33.69,180,442,2972.7,473,20,234,6,Carrier C,188.41,Supplier_4,Delhi,1866,14,272.91,Pending,0.0525,Rail,Route B,618.71,5.25,48.07
haircare,SKU00622,262.68,240,197,17510.66,379,5,438,3,Carrier A,137.37,Supplier_4,Delhi,4879,13,111.44,Pass,0.0359,Road,Route B,1312.38,3.59,19.97
skincare,SKU00623,176.71,346,996,30599.26,111,25,408,5,Carrier B,20.68,Supplier_2,Kolkata,908,4,67.2,Pending,0.0883,Rail,Route B,312.66,8.83,69.59
accessories,SKU00624,267.04,388,1564,14057.99,486,27,329,1,Carrier A,163.37,Supplier_3,Chennai,4662,8,141.1,Pass,0.0085,Sea,Route C,354.86,0.85,40.4
cosmetics,SKU00625,237.2,245,657,49309.02,868,20,292,4,Carrier B,36.33,Supplier_2,Chennai,2014,9,89.34,Pass,0.006,Rail,Route B,1715.92,0.6,29.39
haircare,SKU00626,261.43,18,1563,39968.48,445,12,481,4,Carrier A,199.43,Supplier_1,Delhi,2943,6,435.32,Pass,0.1117,Sea,Route B,563.92,11.17,60.41
cosmetics,SKU00627,21.9,140,472,25260.18,550,15,192,12,Carrier B,14.63,Supplier_1,Delhi,1928,7,159.46,Pass,0.0286,Sea,Route B,1378.71,2.86,31.33
accessories,SKU00628,216.08,155,595,45784.92,703,9,375,3,Carrier B,152.62,Supplier_3,Mumbai,4044,1,330.9,Pass,0.0239,Rail,Route A,1674.68,2.39,20.87
skincare,SKU00629,63.11,174,1870,1833.56,95,4,483,10,Carrier C,34.74,Supplier_4,Mumbai,4483,13,24.68,Pending,0.037,Sea,Route C,1508.25,3.7,18.98
haircare,SKU00630,83.41,294,1171,11304.51,570,26,341,9,Carrier C,110.32,Supplier_2,Bangalore,1170,16,337.38,Pass,0.0862,Rail,Route B,1273.43,8.62,70.17
accessories,SKU00631,100.81,482,1014,45750.15,327,26,105,7,Carrier C,77.57,Supplier_1,Mumbai,2742,13,478.07,Pass,0.0359,Rail,Route C,927.06,3.59,49.97
skincare,SKU00632,179.44,73,1117,25485.01,430,18,461,3,Carrier A,175.68,Supplier_3,Bangalore,3088,2,382.43,Pass,0.0995,Sea,Route B,1423.52,9.95,64.08
accessories,SKU00633,190.22,170,1300,8593.34,255,9,455,13,Carrier B,58.41,Supplier_2,Mumbai,4631,18,386.63,Pass,0.096,Rail,Route C,763.19,9.6,49.82
skincare,SKU00634,279.78,133,1136,28547.51,122,29,330,7,Carrier A,145.42,Supplier_1,Chennai,940,14,220.55,Pass,0.0606,Air,Route B,1538.8,6.06,64.18
skincare,SKU00635,8.75,289,1408,36538.52,156,12,490,9,Carrier A,188.36,Supplier_4,Kolkata,4932,16,249.13,Pass,0.1391,Rail,Route B,1411.24,13.91,71.42
accessories,SKU00636,62.06,407,468,30210.46,623,17,134,12,Carrier B,17.51,Supplier_1,Chennai,1102,9,452.72,Pass,0.1134,Road,Route B,272.15,11.34,68.24
haircare,SKU00637,111.79,472,1642,2389.38,480,26,426,13,Carrier A,144.24,Supplier_2,Kolkata,4361,2,133.62,Pass,0.0208,Road,Route A,63.63,2.08,43.91
haircare,SKU00638,246.31,253,18,1932.81,90,2,130,5,Carrier C,21.36,Supplier_5,Kolkata,2534,4,262.66,Pass,0.0344,Rail,Route C,1344.54,3.44,15.08
accessories,SKU00639,167.22,148,526,20413.65,183,7,309,11,Carrier C,156.87,Supplier_2,Chennai,2092,4,370.0,Pass,0.0164,Road,Route B,979.43,1.64,15.0
accessories,SKU00640,156.04,108,625,911.42,730,22,152,9,Carrier A,172.11,Supplier_3,Bangalore,4051,1,182.02,Pass,0.1068,Sea,Route B,1234.93,10.68,72.73
accessories,SKU00641,229.25,404,157,4295.6,151,27,314,9,Carrier B,32.15,Supplier_1,Bangalore,2013,1,246.55,Pending,0.0288,Air,Route C,1347.07,2.88,48.55
haircare,SKU00642,198.24,22,1624,32163.97,854,26,399,7,Carrier B,177.42,Supplier_1,Bangalore,2412,6,36.99,Pass,0.0678,Air,Route A,963.74,6.78,62.78
haircare,SKU00643,90.51,57,934,21978.71,702,7,464,10,Carrier B,90.45,Supplier_1,Bangalore,2782,14,347.47,Pass,0.0139,Sea,Route C,307.03,1.39,13.99
skincare,SKU00644,30.7,30,1438,4367.43,666,23,33,4,Carrier C,65.14,Supplier_3,Mumbai,4555,9,100.25,Pass,0.1315,Sea,Route C,1181.23,13.15,84.08
cosmetics,SKU00645,141.38,366,340,43835.07,429,3,222,11,Carrier A,193.28,Supplier_3,Bangalore,3428,7,144.23,Fail,0.1119,Air,Route A,614.84,11.19,47.64
accessories,SKU00646,264.65,426,1985,18487.5,170,18,446,6,Carrier B,79.92,Supplier_3,Mumbai,4940,1,127.96,Pass,0.0997,Sea,Route A,1026.34,9.97,64.17
accessories,SKU00647,181.45,403,40,44170.27,672,15,413,10,Carrier B,45.9,Supplier_1,Kolkata,4259,19,364.72,Pass,0.1048,Air,Route C,105.63,10.48,61.93
skincare,SKU00648,20.72,137,1283,30501.05,453,25,211,6,Carrier A,69.3,Supplier_2,Mumbai,671,19,211.68,Pass,0.0543,Air,Route C,1921.27,5.43,55.93
accessories,SKU00649,134.82,418,1839,31086.29,469,24,389,12,Carrier B,181.43,Supplier_5,Mumbai,4105,5,497.07,Pass,0.0284,Road,Route C,405.95,2.84,44.1
skincare,SKU00650,118.46,2,1744,21259.13,701,2,147,13,Carrier A,196.9,Supplier_4,Kolkata,1960,4,403.68,Fail,0.0027,Sea,Route B,1985.93,0.27,2.35
haircare,SKU00651,176.82,487,1253,33632.53,503,12,430,5,Carrier C,93.74,Supplier_1,Mumbai,1633,19,463.33,Pass,0.0615,Sea,Route C,1596.23,6.15,40.25
skincare,SKU00652,178.2,298,1957,12252.28,54,3,283,6,Carrier B,101.28,Supplier_5,Mumbai,3883,18,349.82,Pass,0.1362,Air,Route B,801.88,13.62,57.4
haircare,SKU00653,285.64,355,828,12945.61,310,25,225,5,Carrier C,121.63,Supplier_2,Bangalore,3706,15,130.4,Pass,0.0041,Rail,Route C,1152.79,0.41,35.77
cosmetics,SKU00654,104.74,48,709,43757.94,627,1,283,10,Carrier A,168.72,Supplier_3,Mumbai,1380,15,175.42,Pending,0.0291,Rail,Route C,476.71,2.91,11.53
accessories,SKU00655,125.39,488,272,10266.49,426,12,329,4,Carrier B,6.77,Supplier_1,Mumbai,1943,15,194.54,Pass,0.079,Sea,Route C,75.16,7.9,47.28
haircare,SKU00656,185.99,195,1389,19363.79,188,20,144,1,Carrier B,160.15,Supplier_3,Bangalore,406,14,117.19,Pass,0.0111,Rail,Route C,1012.97,1.11,31.44
haircare,SKU00657,266.49,139,1522,37261.52,480,24,55,12,Carrier A,194.64,Supplier_5,Kolkata,3905,12,244.02,Pass,0.0445,Road,Route B,186.69,4.45,50.57
haircare,SKU00658,213.31,425,116,16567.08,352,27,103,9,Carrier B,84.05,Supplier_1,Kolkata,991,16,399.71,Pass,0.1127,Air,Route C,396.38,11.27,82.24
haircare,SKU00659,143.91,260,1066,18362.41,342,4,45,12,Carrier A,90.37,Supplier_4,Mumbai,165,17,270.49,Pass,0.0322,Sea,Route B,177.32,3.22,17.06
cosmetics,SKU00660,245.3,66,1240,45467.95,239,8,378,13,Carrier B,191.76,Supplier_5,Delhi,1499,11,99.8,Pass,0.0457,Road,Route A,1127.63,4.57,28.19
cosmetics,SKU00661,148.17,107,348,10402.81,826,9,62,6,Carrier B,84.34,Supplier_1,Kolkata,4258,5,371.73,Pending,0.0423,Air,Route C,1350.73,4.23,28.26
accessories,SKU00662,289.24,181,1017,12134.83,579,8,112,6,Carrier B,78.47,Supplier_1,Mumbai,2600,11,483.26,Pass,0.0308,Air,Route B,1924.01,3.08,22.21
skincare,SKU00663,88.34,41,1964,44347.9,246,4,370,6,Carrier B,172.56,Supplier_1,Delhi,3520,17,247.77,Pass,0.121,Air,Route B,525.21,12.1,52.72
accessories,SKU00664,42.58,253,1591,13834.23,751,22,281,8,Carrier B,97.27,Supplier_4,Kolkata,4687,3,88.01,Pass,0.1424,Sea,Route C,1683.83,14.24,87.03
accessories,SKU00665,249.97,219,1901,16597.17,220,22,184,2,Carrier C,131.16,Supplier_1,Mumbai,818,17,370.61,Pass,0.0886,Road,Route A,1196.73,8.86,65.42
accessories,SKU00666,92.7,324,1055,44111.25,265,14,175,3,Carrier C,60.84,Supplier_2,Mumbai,2166,8,278.77,Pass,0.0382,Sea,Route A,75.93,3.82,33.75
haircare,SKU00667,254.98,359,1854,16124.51,344,14,455,13,Carrier B,137.62,Supplier_4,Bangalore,1326,12,407.92,Pass,0.0365,Sea,Route C,762.18,3.65,33.07
skincare,SKU00668,184.77,67,1928,49849.21,955,23,206,12,Carrier B,76.74,Supplier_5,Kolkata,3686,1,310.72,Pass,0.1035,Road,Route C,1960.58,10.35,72.83
accessories,SKU00669,155.14,389,1653,41081.91,785,20,48,9,Carrier C,157.79,Supplier_4,Chennai,1624,13,438.53,Pass,0.1079,Road,Route C,1476.4,10.79,70.32
accessories,SKU00670,30.67,410,879,42348.85,637,5,396,11,Carrier B,101.04,Supplier_4,Kolkata,3295,15,26.89,Pass,0.1225,Road,Route C,1355.52,12.25,54.75
haircare,SKU00671,236.96,8,1063,11361.3,847,7,94,13,Carrier C,184.27,Supplier_4,Kolkata,2616,5,332.22,Fail,0.0204,Rail,Route A,1415.12,2.04,16.6
accessories,SKU00672,24.45,380,925,10931.51,857,15,463,1,Carrier A,111.75,Supplier_3,Chennai,4844,4,308.81,Pending,0.0298,Sea,Route A,1917.36,2.98,31.81
accessories,SKU00673,289.72,471,600,37653.56,565,22,419,9,Carrier A,172.21,Supplier_3,Bangalore,4537,10,393.82,Pass,0.0511,Road,Route C,1099.87,5.11,50.36
haircare,SKU00674,263.71,196,1138,41353.81,875,29,274,11,Carrier A,90.89,Supplier_4,Kolkata,2017,2,124.98,Pass,0.0643,Air,Route C,315.41,6.43,65.66
haircare,SKU00675,94.38,123,1303,11304.69,360,29,215,7,Carrier A,135.51,Supplier_3,Kolkata,4855,12,301.0,Fail,0.1221,Rail,Route B,148.57,12.21,88.88
skincare,SKU00676,42.72,275,1667,10378.53,385,15,416,8,Carrier A,57.08,Supplier_1,Bangalore,1107,17,148.23,Pass,0.0131,Rail,Route C,1157.7,1.31,25.1
skincare,SKU00677,266.27,146,302,12253.5,648,3,117,10,Carrier B,119.33,Supplier_3,Kolkata,3054,7,382.27,Fail,0.0448,Air,Route A,395.85,4.48,20.69
haircare,SKU00678,146.56,104,1022,6966.8,968,17,85,11,Carrier C,134.29,Supplier_2,Bangalore,2547,14,58.26,Pass,0.0173,Sea,Route A,1873.97,1.73,29.64
haircare,SKU00679,41.84,416,1233,21117.9,826,10,392,12,Carrier A,42.23,Supplier_1,Kolkata,635,1,95.65,Pass,0.1207,Air,Route A,1954.17,12.07,61.17
haircare,SKU00680,152.06,300,1223,25195.35,964,6,157,2,Carrier B,111.04,Supplier_2,Delhi,2670,6,473.72,Pass,0.1066,Sea,Route C,1150.9,10.66,49.79
skincare,SKU00681,77.81,447,132,31445.51,242,26,124,11,Carrier A,184.73,Supplier_4,Delhi,4893,19,374.09,Pass,0.1212,Air,Route A,1241.48,12.12,84.23
skincare,SKU00682,125.31,358,1470,2862.14,439,25,377,4,Carrier C,44.34,Supplier_3,Delhi,534,12,141.0,Pass,0.0476,Rail,Route B,303.55,4.76,53.24
skincare,SKU00683,193.87,368,27,9690.54,667,25,486,5,Carrier C,100.21,Supplier_4,Bangalore,4806,16,169.88,Pass,0.0788,Road,Route B,1631.9,7.88,65.77
skincare,SKU00684,275.03,393,1285,5941.88,933,2,414,8,Carrier C,168.28,Supplier_4,Mumbai,2340,8,228.33,Pending,0.133,Road,Route C,880.05,13.3,54.68
cosmetics,SKU00685,241.27,166,1431,13573.47,709,26,144,7,Carrier C,88.08,Supplier_4,Mumbai,531,7,132.05,Pass,0.003,Road,Route A,1520.85,0.3,36.76
haircare,SKU00686,52.5,65,600,9370.69,913,26,414,9,Carrier C,10.83,Supplier_2,Bangalore,2575,14,87.33,Pass,0.12,Air,Route B,885.4,12.0,83.75
skincare,SKU00687,145.81,231,685,46820.01,390,7,430,13,Carrier A,107.47,Supplier_2,Delhi,3362,11,485.55,Pass,0.1151,Sea,Route C,1614.31,11.51,54.64
cosmetics,SKU00688,150.12,486,561,18729.83,624,17,367,11,Carrier A,95.14,Supplier_3,Kolkata,3099,13,121.65,Fail,0.0652,Air,Route C,287.07,6.52,48.88
haircare,SKU00689,296.9,417,1394,7031.0,144,17,245,7,Carrier A,185.9,Supplier_2,Delhi,3365,12,379.04,Pass,0.1162,Rail,Route C,1949.79,11.62,69.36
accessories,SKU00690,30.63,361,422,33355.44,252,14,350,10,Carrier C,134.47,Supplier_5,Bangalore,2526,12,364.74,Pass,0.1137,Air,Route B,1385.19,11.37,64.07
accessories,SKU00691,155.68,178,1559,48648.02,607,3,468,11,Carrier C,156.41,Supplier_5,Mumbai,3338,19,373.12,Pass,0.0269,Road,Route A,722.65,2.69,13.5
skincare,SKU00692,274.74,105,593,39741.18,241,4,26,11,Carrier B,76.76,Supplier_5,Mumbai,1006,16,165.44,Pass,0.1452,Road,Route C,851.69,14.52,62.44
accessories,SKU00693,122.66,402,1670,32445.66,210,13,155,7,Carrier B,179.78,Supplier_5,Kolkata,3653,11,126.74,Pass,0.141,Air,Route A,469.08,14.1,73.61
skincare,SKU00694,82.21,219,1925,18970.26,107,8,373,6,Carrier A,166.54,Supplier_4,Bangalore,2025,8,315.97,Pass,0.0384,Road,Route B,1044.0,3.84,25.26
accessories,SKU00695,169.0,391,1231,20224.53,368,17,463,11,Carrier A,22.75,Supplier_4,Delhi,125,14,497.8,Pass,0.1432,Rail,Route B,1795.08,14.32,80.21
cosmetics,SKU00696,99.43,105,37,15176.43,278,18,174,3,Carrier A,133.85,Supplier_3,Kolkata,4201,12,206.58,Pass,0.0818,Air,Route C,979.8,8.18,56.98
haircare,SKU00697,278.49,234,1693,40330.43,544,8,158,1,Carrier C,181.38,Supplier_4,Mumbai,1612,16,124.87,Pass,0.0765,Sea,Route A,697.94,7.65,40.56
haircare,SKU00698,30.02,398,1512,40186.62,579,13,442,1,Carrier A,131.79,Supplier_1,Chennai,1651,15,263.91,Pass,0.1162,Road,Route C,952.08,11.62,63.65
skincare,SKU00699,65.98,448,1317,24520.79,962,13,229,1,Carrier C,194.38,Supplier_3,Mumbai,1753,2,111.13,Pass,0.1373,Rail,Route A,862.08,13.73,72.12
cosmetics,SKU00700,29.74,21,1804,43110.46,611,29,26,8,Carrier C,55.89,Supplier_4,Mumbai,4865,15,186.56,Pass,0.0384,Air,Route A,876.26,3.84,55.26
haircare,SKU00701,215.01,192,1854,32644.73,146,11,319,2,Carrier C,119.62,Supplier_5,Mumbai,3281,12,372.92,Pass,0.0183,Air,Route A,1057.77,1.83,21.47
cosmetics,SKU00702,91.48,133,895,34309.5,416,16,14,13,Carrier B,109.02,Supplier_4,Bangalore,1401,2,136.38,Pass,0.1258,Air,Route A,1452.48,12.58,71.79
haircare,SKU00703,270.55,374,1793,13511.98,73,3,281,6,Carrier A,62.58,Supplier_4,Chennai,565,18,235.18,Pass,0.0663,Rail,Route C,1448.34,6.63,29.32
skincare,SKU00704,268.62,389,1038,12154.1,544,11,223,1,Carrier C,157.36,Supplier_1,Delhi,358,4,328.9,Pass,0.0827,Road,Route A,104.82,8.27,47.34
haircare,SKU00705,281.23,319,86,11463.66,538,2,338,5,Carrier C,89.09,Supplier_3,Bangalore,1454,16,96.42,Pass,0.0719,Sea,Route B,1883.7,7.19,30.14
accessories,SKU00706,80.56,372,1032,45634.29,854,3,149,11,Carrier C,131.66,Supplier_2,Chennai,2944,8,89.34,Pass,0.1317,Rail,Route C,738.25,13.17,55.59
cosmetics,SKU00707,5.19,165,535,40032.35,943,23,351,13,Carrier B,157.53,Supplier_4,Bangalore,958,18,483.13,Pass,0.0852,Sea,Route C,908.2,8.52,65.48
accessories,SKU00708,119.34,29,1470,44973.1,934,1,64,9,Carrier B,146.81,Supplier_2,Mumbai,1862,16,436.55,Pass,0.1057,Air,Route A,1056.81,10.57,42.29
haircare,SKU00709,288.96,265,777,41154.68,46,1,141,13,Carrier A,24.57,Supplier_1,Bangalore,331,4,444.7,Pass,0.1152,Air,Route C,1819.82,11.52,46.1
haircare,SKU00710,230.3,10,1471,40265.43,41,26,472,4,Carrier A,15.78,Supplier_2,Chennai,2287,12,294.75,Pass,0.0004,Air,Route B,130.17,0.04,35.71
haircare,SKU00711,22.6,303,504,21859.21,642,29,14,2,Carrier B,164.96,Supplier_2,Kolkata,2419,15,262.11,Pass,0.0841,Air,Route A,1695.19,8.41,73.61
cosmetics,SKU00712,212.26,303,1687,38304.3,954,6,494,12,Carrier B,131.81,Supplier_1,Kolkata,3995,17,72.2,Pending,0.0906,Rail,Route B,1371.32,9.06,43.37
accessories,SKU00713,275.53,268,353,8415.69,27,27,364,11,Carrier A,33.89,Supplier_5,Delhi,1100,6,135.24,Fail,0.0156,Air,Route A,1094.93,1.56,43.25
cosmetics,SKU00714,290.48,423,409,32823.17,800,24,248,8,Carrier C,30.35,Supplier_4,Mumbai,2570,10,73.97,Pass,0.0251,Rail,Route C,836.23,2.51,42.78
skincare,SKU00715,216.22,55,1746,2233.85,551,29,304,7,Carrier A,102.02,Supplier_3,Bangalore,2462,17,275.49,Pending,0.0101,Road,Route A,1095.19,1.01,43.9
accessories,SKU00716,259.58,203,1469,48292.16,563,12,194,8,Carrier A,39.7,Supplier_3,Delhi,839,18,229.13,Pass,0.0621,Air,Route A,1416.41,6.21,40.49
haircare,SKU00717,253.3,495,50,43984.52,119,23,286,11,Carrier A,186.47,Supplier_3,Chennai,1110,15,102.86,Pass,0.1164,Road,Route C,930.02,11.64,78.01
haircare,SKU00718,110.71,127,895,8331.33,484,3,118,8,Carrier B,48.67,Supplier_1,Delhi,3995,9,67.44,Pass,0.0368,Rail,Route A,1855.93,3.68,17.48
cosmetics,SKU00719,34.22,483,363,38458.64,659,1,252,5,Carrier C,189.02,Supplier_3,Kolkata,3980,8,295.69,Pass,0.1308,Air,Route B,1158.01,13.08,52.37
accessories,SKU00720,219.6,1,1771,41200.08,705,2,210,4,Carrier C,144.58,Supplier_1,Mumbai,1024,14,87.74,Pending,0.0101,Air,Route C,943.66,1.01,5.32
skincare,SKU00721,45.39,18,1520,2196.1,360,4,464,11,Carrier C,113.39,Supplier_5,Kolkata,647,12,26.18,Pass,0.0517,Rail,Route C,1820.83,5.17,24.89
skincare,SKU00722,118.34,106,1537,28348.92,690,27,471,13,Carrier A,135.87,Supplier_5,Delhi,2733,5,128.27,Pass,0.0348,Sea,Route A,103.99,3.48,50.96
cosmetics,SKU00723,298.74,472,446,21063.03,654,10,155,1,Carrier A,139.95,Supplier_2,Kolkata,3878,9,405.42,Pass,0.1436,Air,Route B,1807.75,14.36,70.37
accessories,SKU00724,170.14,321,1445,30975.5,723,11,315,4,Carrier C,60.63,Supplier_1,Kolkata,3326,11,335.68,Pending,0.025,Air,Route B,999.99,2.5,24.17
skincare,SKU00725,158.91,265,516,44329.72,258,6,456,7,Carrier A,100.18,Supplier_4,Mumbai,3321,18,268.24,Pass,0.1278,Sea,Route A,320.86,12.78,58.31
accessories,SKU00726,284.62,61,1216,36175.42,932,15,185,3,Carrier C,17.93,Supplier_4,Kolkata,4466,1,128.17,Pass,0.0778,Sea,Route C,1405.48,7.78,51.08
cosmetics,SKU00727,88.79,62,1934,10636.57,74,2,92,5,Carrier C,14.35,Supplier_3,Kolkata,875,11,244.42,Pass,0.0405,Rail,Route B,541.31,4.05,17.53
cosmetics,SKU00728,299.83,428,1590,27780.01,30,7,487,10,Carrier A,188.99,Supplier_5,Delhi,4203,17,24.76,Pending,0.0627,Air,Route A,984.38,6.27,33.59
cosmetics,SKU00729,274.03,410,1525,28131.04,181,27,350,4,Carrier B,170.85,Supplier_2,Kolkata,1954,2,176.14,Pass,0.0197,Road,Route B,1098.33,1.97,44.89
skincare,SKU00730,112.35,29,311,668.31,67,27,156,10,Carrier B,151.96,Supplier_5,Mumbai,2815,15,250.11,Pass,0.0912,Rail,Route A,1941.04,9.12,73.61
cosmetics,SKU00731,101.54,216,897,6679.59,273,27,471,4,Carrier B,25.28,Supplier_1,Delhi,1972,11,64.0,Pass,0.1,Air,Route A,1379.2,10.0,77.14
accessories,SKU00732,42.34,273,1144,18038.08,520,10,441,8,Carrier C,126.64,Supplier_5,Mumbai,126,4,298.42,Pending,0.0663,Rail,Route A,933.5,6.63,39.32
skincare,SKU00733,275.11,356,272,8982.93,164,23,85,6,Carrier C,144.46,Supplier_4,Kolkata,2328,1,232.41,Pass,0.1188,Air,Route A,1318.79,11.88,78.98
accessories,SKU00734,59.81,4,1262,11939.43,303,3,200,13,Carrier A,88.95,Supplier_1,Delhi,3835,19,45.98,Pass,0.115,Sea,Route B,1327.16,11.5,48.88
accessories,SKU00735,7.65,413,538,33837.98,198,8,387,7,Carrier B,78.69,Supplier_1,Kolkata,3406,3,90.64,Pass,0.1012,Sea,Route C,340.88,10.12,50.48
haircare,SKU00736,267.57,262,1988,48068.84,867,9,129,12,Carrier A,146.63,Supplier_5,Chennai,3279,16,254.41,Pass,0.1128,Road,Route B,796.82,11.28,56.57
accessories,SKU00737,181.44,269,1962,22957.22,544,25,143,7,Carrier B,7.01,Supplier_3,Chennai,172,10,450.58,Pass,0.0643,Rail,Route B,392.73,6.43,59.95
skincare,SKU00738,203.2,179,1046,32338.81,612,25,264,5,Carrier C,96.76,Supplier_3,Delhi,4385,5,47.31,Pass,0.0233,Rail,Route B,280.34,2.33,43.48
haircare,SKU00739,221.28,24,1582,38094.25,437,24,38,10,Carrier B,55.02,Supplier_3,Chennai,911,9,289.85,Pass,0.0793,Road,Route B,699.73,7.93,64.54
skincare,SKU00740,17.59,465,1911,33680.64,556,11,236,6,Carrier A,91.53,Supplier_4,Kolkata,156,5,156.52,Pass,0.0693,Sea,Route B,124.56,6.93,41.96
haircare,SKU00741,32.1,411,139,32884.94,825,10,221,11,Carrier A,112.76,Supplier_3,Kolkata,3522,2,206.42,Pass,0.0223,Sea,Route A,413.42,2.23,21.65
skincare,SKU00742,152.45,414,389,158.52,986,25,70,12,Carrier C,86.99,Supplier_1,Mumbai,4168,17,462.74,Pending,0.1044,Air,Route A,410.36,10.44,76.05
haircare,SKU00743,19.83,347,1413,43508.86,497,4,352,13,Carrier B,175.98,Supplier_5,Kolkata,555,7,322.28,Pending,0.0666,Road,Route A,1108.33,6.66,30.87
cosmetics,SKU00744,153.77,243,381,8147.06,468,14,286,10,Carrier B,176.98,Supplier_1,Bangalore,2796,15,156.45,Pass,0.1013,Air,Route C,881.98,10.13,59.09
accessories,SKU00745,222.22,455,752,9106.63,539,4,148,9,Carrier C,153.11,Supplier_1,Chennai,4236,6,236.85,Pass,0.0287,Air,Route B,263.52,2.87,15.65
accessories,SKU00746,198.94,54,1780,25539.52,520,18,243,7,Carrier A,159.93,Supplier_5,Kolkata,2941,5,491.03,Pass,0.035,Sea,Route A,1989.83,3.5,38.18
