country_or_area,year,commodity,flow,trade_usd,weight_kg,quantity_name,quantity,category,trade_usd_billions
USA,2014,Metals,Export,8924637724.0,89869215.0,Number of items,2814619.0,Metals,8.9246
Japan,2013,Machinery,Export,6967153248.0,48350424.0,Weight in kg,9408742.0,Plastics,6.9672
Nigeria,2019,Vehicles,Import,7140183397.0,17736256.0,Volume in liters,4646785.0,Metals,7.1402
France,2016,Metals,Export,7441319169.0,56607515.0,Weight in kg,5191414.0,Fuel,7.4413
France,2018,Machinery,Export,4664553596.0,51754671.0,Weight in kg,2193724.0,Vehicles,4.6646
Brazil,2012,Electronics,Import,5285280325.0,13305070.0,Volume in liters,8204246.0,Fuel,5.2853
China,2015,Textiles,Import,518450381.0,25237884.0,Number of items,3200154.0,Metals,0.5185
India,2017,Fuel,Export,4639838487.0,8790416.0,Number of items,5024996.0,Chemicals,4.6398
Nigeria,2015,Machinery,Import,1928674587.0,35675926.0,Weight in kg,3019235.0,Electronics,1.9287
Brazil,2014,Plastics,Export,3578579638.0,7859638.0,Number of items,6888730.0,Vehicles,3.5786
Nigeria,2020,Textiles,Import,136924407.0,23598401.0,Weight in kg,353758.0,Vehicles,0.1369
UK,2017,Food,Export,400710878.0,4370020.0,Weight in kg,7362718.0,Metals,0.4007
Nigeria,2017,Food,Export,8094759691.0,11909118.0,Number of items,7965939.0,Fuel,8.0948
Nigeria,2015,Machinery,Export,2642794634.0,32690225.0,Weight in kg,2446745.0,Plastics,2.6428
Nigeria,2017,Food,Export,6554992663.0,95598776.0,Weight in kg,1522826.0,Chemicals,6.555
China,2022,Pharmaceuticals,Import,8997236910.0,73232711.0,Number of items,1312537.0,Electronics,8.9972
Argentina,2016,Food,Export,5260974947.0,29646581.0,Volume in liters,8505041.0,Food,5.261
China,2012,Machinery,Import,9807709073.0,67150487.0,Volume in liters,9151559.0,Plastics,9.8077
India,2022,Machinery,Export,187095331.0,48804380.0,Weight in kg,8080237.0,Vehicles,0.1871
Mexico,2020,Machinery,Export,6841820486.0,57420532.0,Weight in kg,6922810.0,Textiles,6.8418
China,2022,Plastics,Export,424353637.0,18512086.0,Number of items,9889404.0,Vehicles,0.4244
Nigeria,2012,Machinery,Export,9242173185.0,89746514.0,Volume in liters,3831015.0,Pharmaceuticals,9.2422
USA,2018,Chemicals,Import,9892017684.0,16596355.0,Number of items,7812957.0,Electronics,9.892
USA,2023,Textiles,Import,380881288.0,82612861.0,Volume in liters,5826068.0,Metals,0.3809
Australia,2014,Pharmaceuticals,Export,2352463020.0,55994562.0,Number of items,2693258.0,Electronics,2.3525
Mexico,2023,Pharmaceuticals,Import,4796893098.0,75892944.0,Number of items,1369329.0,Chemicals,4.7969
Brazil,2022,Food,Export,7324072512.0,477899.0,Volume in liters,339173.0,Textiles,7.3241
Germany,2023,Electronics,Import,7322210840.0,65226235.0,Number of items,5692080.0,Machinery,7.3222
Australia,2013,Plastics,Import,9379271587.0,55481490.0,Number of items,2209222.0,Electronics,9.3793
Mexico,2015,Food,Export,7417733672.0,61848776.0,Volume in liters,1571937.0,Electronics,7.4177
Mexico,2020,Electronics,Export,1872126637.0,14651609.0,Number of items,953347.0,Food,1.8721
Nigeria,2018,Fuel,Export,1923992924.0,58556429.0,Volume in liters,6297395.0,Plastics,1.924
India,2021,Metals,Import,7099662826.0,81166865.0,Weight in kg,2122449.0,Metals,7.0997
Argentina,2023,Electronics,Import,9330235711.0,77628820.0,Volume in liters,496283.0,Pharmaceuticals,9.3302
Argentina,2010,Food,Import,895960390.0,17952211.0,Number of items,4311521.0,Electronics,0.896
China,2023,Metals,Import,7890229091.0,86138632.0,Number of items,8413682.0,Plastics,7.8902
Japan,2018,Vehicles,Export,3169401205.0,5287702.0,Number of items,6102819.0,Vehicles,3.1694
France,2014,Metals,Export,6783092956.0,30981560.0,Volume in liters,1338483.0,Textiles,6.7831
Nigeria,2020,Textiles,Export,6872005143.0,90444514.0,Volume in liters,1453096.0,Food,6.872
Germany,2017,Machinery,Import,5025902528.0,33902704.0,Number of items,496510.0,Fuel,5.0259
UK,2019,Textiles,Import,576634906.0,69749035.0,Weight in kg,802859.0,Electronics,0.5766
Brazil,2011,Food,Import,6719685674.0,66713051.0,Volume in liters,5151349.0,Textiles,6.7197
Nigeria,2021,Food,Import,3104792502.0,35026415.0,Number of items,6924321.0,Pharmaceuticals,3.1048
Nigeria,2010,Pharmaceuticals,Export,4824074020.0,50451249.0,Number of items,5415833.0,Vehicles,4.8241
France,2022,Food,Import,9773919785.0,93216366.0,Number of items,8583431.0,Metals,9.7739
Nigeria,2020,Machinery,Import,4039969995.0,18185277.0,Number of items,2306986.0,Food,4.04
Mexico,2023,Vehicles,Export,8824274837.0,10751904.0,Number of items,3559783.0,Textiles,8.8243
USA,2011,Vehicles,Import,231400001.0,83316714.0,Volume in liters,943397.0,Fuel,0.2314
Brazil,2023,Metals,Import,2360312670.0,20777711.0,Volume in liters,6008465.0,Plastics,2.3603
Mexico,2019,Food,Export,22408944.0,45723819.0,Number of items,1576827.0,Machinery,0.0224
USA,2017,Vehicles,Import,4017565346.0,42980584.0,Number of items,7132339.0,Plastics,4.0176
India,2016,Fuel,Import,1680424814.0,2814801.0,Weight in kg,6528157.0,Fuel,1.6804
Australia,2017,Electronics,Export,3982943798.0,56687394.0,Number of items,7013712.0,Metals,3.9829
Japan,2017,Textiles,Export,8462509723.0,92667451.0,Volume in liters,9345492.0,Pharmaceuticals,8.4625
Germany,2020,Plastics,Import,9713002208.0,17413007.0,Volume in liters,8475580.0,Chemicals,9.713
China,2018,Metals,Import,1827892403.0,80213337.0,Volume in liters,4777211.0,Metals,1.8279
Argentina,2012,Plastics,Export,6814644718.0,16518168.0,Number of items,314325.0,Electronics,6.8146
France,2023,Electronics,Import,2357808384.0,27881235.0,Weight in kg,6305229.0,Food,2.3578
UK,2010,Metals,Import,9330663727.0,52110734.0,Weight in kg,1304201.0,Fuel,9.3307
Japan,2023,Electronics,Import,2765100636.0,70577828.0,Volume in liters,6595641.0,Plastics,2.7651
Brazil,2013,Electronics,Export,9810743319.0,97628953.0,Volume in liters,356121.0,Plastics,9.8107
UK,2014,Vehicles,Import,3203369500.0,16290628.0,Volume in liters,9827082.0,Machinery,3.2034
Mexico,2021,Vehicles,Import,3730839714.0,56453126.0,Weight in kg,2869702.0,Metals,3.7308
Argentina,2010,Machinery,Export,4990138848.0,19055054.0,Volume in liters,2116323.0,Machinery,4.9901
Argentina,2019,Fuel,Export,714108863.0,84308724.0,Weight in kg,8691824.0,Machinery,0.7141
Australia,2012,Fuel,Export,1360707565.0,11967324.0,Number of items,126622.0,Plastics,1.3607
Brazil,2016,Food,Import,8826348082.0,92082607.0,Volume in liters,6728382.0,Vehicles,8.8263
Argentina,2012,Pharmaceuticals,Export,4170564199.0,91693323.0,Volume in liters,5837951.0,Vehicles,4.1706
Australia,2013,Chemicals,Export,3018550796.0,94422777.0,Number of items,1250868.0,Textiles,3.0186
Brazil,2010,Food,Import,8993122915.0,24446692.0,Weight in kg,846112.0,Plastics,8.9931
France,2014,Textiles,Import,9873994035.0,49393147.0,Number of items,4577041.0,Textiles,9.874
Japan,2021,Electronics,Export,6941820121.0,27163214.0,Number of items,3360927.0,Textiles,6.9418
Germany,2012,Fuel,Export,3515958216.0,40525610.0,Number of items,8684184.0,Vehicles,3.516
France,2014,Food,Export,518572524.0,27088849.0,Number of items,7830005.0,Fuel,0.5186
China,2020,Machinery,Import,6287226044.0,16010180.0,Number of items,9256701.0,Electronics,6.2872
France,2012,Textiles,Import,8670724633.0,54063653.0,Volume in liters,9603126.0,Vehicles,8.6707
Nigeria,2014,Textiles,Export,5595667420.0,81057878.0,Volume in liters,2074939.0,Electronics,5.5957
Australia,2016,Machinery,Import,8252854163.0,67347182.0,Number of items,690970.0,Machinery,8.2529
France,2018,Textiles,Export,5194865299.0,4492685.0,Volume in liters,4237409.0,Plastics,5.1949
Brazil,2012,Fuel,Export,649764420.0,79313252.0,Number of items,9829831.0,Electronics,0.6498
Brazil,2015,Vehicles,Import,5216086061.0,84559510.0,Weight in kg,9301941.0,Metals,5.2161
China,2011,Fuel,Export,6047345017.0,90203412.0,Volume in liters,8410144.0,Fuel,6.0473
India,2017,Metals,Export,8222842722.0,87014888.0,Weight in kg,1807760.0,Fuel,8.2228
China,2010,Metals,Export,8258774050.0,85248630.0,Volume in liters,9107646.0,Food,8.2588
Brazil,2020,Food,Import,44489823.0,81304575.0,Volume in liters,9464837.0,Electronics,0.0445
USA,2010,Chemicals,Import,3273510402.0,48732892.0,Number of items,8828415.0,Electronics,3.2735
India,2015,Chemicals,Import,7440608761.0,76789360.0,Number of items,5144733.0,Food,7.4406
Mexico,2014,Chemicals,Export,1926664117.0,48906822.0,Number of items,1700169.0,Machinery,1.9267
Mexico,2018,Machinery,Import,2786675637.0,60124801.0,Weight in kg,5131330.0,Machinery,2.7867
Japan,2020,Vehicles,Export,5949502583.0,1111169.0,Weight in kg,290267.0,Fuel,5.9495
Australia,2020,Food,Import,4377278852.0,39304890.0,Number of items,3556425.0,Vehicles,4.3773
USA,2014,Textiles,Import,1849654164.0,85961097.0,Volume in liters,611071.0,Plastics,1.8497
Japan,2014,Textiles,Export,2397486003.0,71204929.0,Number of items,4244705.0,Textiles,2.3975
Mexico,2015,Electronics,Export,2442769192.0,23524661.0,Volume in liters,8543044.0,Fuel,2.4428
Mexico,2011,Textiles,Import,3247798251.0,26869964.0,Number of items,5716327.0,Food,3.2478
Argentina,2011,Vehicles,Import,4678796016.0,55247006.0,Weight in kg,9608928.0,Vehicles,4.6788
Germany,2023,Pharmaceuticals,Export,7129321596.0,92119837.0,Number of items,6753018.0,Electronics,7.1293
UK,2013,Machinery,Import,3559685967.0,17090067.0,Weight in kg,5869643.0,Chemicals,3.5597
Nigeria,2012,Metals,Import,5311352713.0,52794376.0,Number of items,8103573.0,Food,5.3114
USA,2013,Fuel,Import,9021441613.0,70076934.0,Weight in kg,7978242.0,Pharmaceuticals,9.0214
China,2022,Textiles,Import,6885870956.0,98645124.0,Volume in liters,1556777.0,Metals,6.8859
USA,2016,Chemicals,Export,9411072177.0,57131697.0,Number of items,3837064.0,Fuel,9.4111
Germany,2018,Plastics,Import,9312418054.0,88412317.0,Weight in kg,7658059.0,Electronics,9.3124
USA,2016,Food,Export,1038516615.0,26695941.0,Weight in kg,845739.0,Pharmaceuticals,1.0385
UK,2016,Chemicals,Export,2249932900.0,3296061.0,Volume in liters,7704931.0,Chemicals,2.2499
Japan,2018,Chemicals,Export,7181114977.0,10409.0,Volume in liters,6600477.0,Chemicals,7.1811
Brazil,2010,Machinery,Import,5956365447.0,60177510.0,Number of items,1281733.0,Food,5.9564
Germany,2017,Plastics,Import,4808582916.0,31105673.0,Number of items,512453.0,Pharmaceuticals,4.8086
Australia,2011,Fuel,Import,8303778776.0,55621894.0,Volume in liters,5286430.0,Pharmaceuticals,8.3038
India,2013,Food,Export,4160180373.0,22509714.0,Number of items,4528024.0,Electronics,4.1602
Mexico,2017,Chemicals,Import,4535746578.0,3602783.0,Number of items,832854.0,Machinery,4.5357
India,2014,Vehicles,Export,3056705248.0,70326965.0,Weight in kg,4152603.0,Pharmaceuticals,3.0567
Nigeria,2015,Electronics,Export,3318477441.0,29449705.0,Number of items,8155074.0,Fuel,3.3185
France,2021,Plastics,Export,8114980109.0,70068811.0,Weight in kg,5026959.0,Textiles,8.115
China,2018,Textiles,Export,6526572336.0,47338088.0,Weight in kg,3655816.0,Fuel,6.5266
Germany,2021,Electronics,Import,9001189887.0,41776030.0,Number of items,3350392.0,Chemicals,9.0012
Japan,2010,Electronics,Import,2342618759.0,34094795.0,Number of items,2057477.0,Electronics,2.3426
Nigeria,2021,Machinery,Export,11064591.0,36206619.0,Weight in kg,3121967.0,Chemicals,0.0111
Brazil,2015,Machinery,Export,518977679.0,23687237.0,Weight in kg,9826929.0,Chemicals,0.519
Mexico,2019,Textiles,Import,6390567586.0,20074879.0,Weight in kg,7992858.0,Machinery,6.3906
Australia,2010,Food,Export,6008439248.0,86566339.0,Volume in liters,4128871.0,Fuel,6.0084
France,2023,Vehicles,Import,7337790370.0,83498868.0,Number of items,4669249.0,Pharmaceuticals,7.3378
Australia,2013,Food,Import,968159036.0,29640300.0,Number of items,7059155.0,Fuel,0.9682
Japan,2013,Textiles,Export,6817879078.0,24431700.0,Volume in liters,3224382.0,Textiles,6.8179
Mexico,2019,Machinery,Export,1461447391.0,17209766.0,Weight in kg,7298172.0,Food,1.4614
Mexico,2015,Machinery,Export,7704843947.0,97659494.0,Number of items,4185228.0,Fuel,7.7048
France,2012,Chemicals,Export,7150288523.0,62239241.0,Weight in kg,1160833.0,Chemicals,7.1503
China,2010,Chemicals,Import,2692537393.0,56933048.0,Number of items,5842997.0,Pharmaceuticals,2.6925
UK,2015,Electronics,Export,2741714764.0,17423412.0,Volume in liters,5598402.0,Textiles,2.7417
Germany,2021,Pharmaceuticals,Import,2536182192.0,15358102.0,Weight in kg,5673283.0,Vehicles,2.5362
UK,2022,Vehicles,Import,8918277863.0,18651357.0,Weight in kg,5752168.0,Plastics,8.9183
Australia,2018,Machinery,Import,7084167731.0,45775308.0,Volume in liters,7259100.0,Vehicles,7.0842
UK,2017,Food,Export,1043609841.0,66201597.0,Number of items,3077381.0,Metals,1.0436
Australia,2017,Vehicles,Export,8997007534.0,32307826.0,Number of items,5800859.0,Electronics,8.997
Mexico,2013,Fuel,Import,8740566019.0,31248430.0,Number of items,1007175.0,Food,8.7406
Japan,2012,Plastics,Export,3252771657.0,31625340.0,Volume in liters,879067.0,Machinery,3.2528
Brazil,2011,Fuel,Export,8753522698.0,33607428.0,Volume in liters,7559315.0,Textiles,8.7535
Japan,2017,Pharmaceuticals,Export,9635423741.0,11608954.0,Volume in liters,9291332.0,Machinery,9.6354
Nigeria,2014,Chemicals,Export,9508586466.0,46152781.0,Number of items,2325253.0,Machinery,9.5086
France,2020,Metals,Import,3222782771.0,80156906.0,Number of items,7294231.0,Metals,3.2228
Germany,2010,Textiles,Export,9533241849.0,9845490.0,Weight in kg,9139729.0,Metals,9.5332
Brazil,2023,Chemicals,Export,7353847654.0,76832884.0,Weight in kg,1525263.0,Chemicals,7.3538
Australia,2016,Plastics,Import,6895601676.0,96295239.0,Number of items,3361734.0,Vehicles,6.8956
Mexico,2022,Plastics,Export,5660619821.0,88777680.0,Weight in kg,4597623.0,Textiles,5.6606
Australia,2011,Vehicles,Export,5938328478.0,4166542.0,Weight in kg,9559931.0,Chemicals,5.9383
Nigeria,2023,Electronics,Import,3990481017.0,7189735.0,Number of items,582669.0,Chemicals,3.9905
Japan,2023,Food,Import,4766188734.0,42736270.0,Number of items,4368961.0,Pharmaceuticals,4.7662
UK,2022,Pharmaceuticals,Export,764414378.0,87096034.0,Volume in liters,3854943.0,Fuel,0.7644
India,2017,Machinery,Export,2756425380.0,54689977.0,Number of items,5920753.0,Chemicals,2.7564
Japan,2018,Chemicals,Export,9862608513.0,87388160.0,Volume in liters,6733453.0,Textiles,9.8626
Japan,2019,Chemicals,Import,6030852546.0,47153839.0,Weight in kg,3604313.0,Plastics,6.0309
China,2023,Pharmaceuticals,Import,453416761.0,62866477.0,Number of items,130440.0,Pharmaceuticals,0.4534
China,2018,Plastics,Import,5037331060.0,4234588.0,Number of items,4039474.0,Metals,5.0373
India,2017,Plastics,Export,4331978823.0,52320572.0,Weight in kg,6460016.0,Electronics,4.332
USA,2010,Pharmaceuticals,Export,9953070049.0,33872374.0,Volume in liters,3774130.0,Food,9.9531
Argentina,2013,Food,Import,7361823221.0,8195223.0,Weight in kg,1936269.0,Fuel,7.3618
Mexico,2021,Pharmaceuticals,Import,7565200030.0,34218279.0,Volume in liters,9569231.0,Metals,7.5652
India,2022,Plastics,Import,7182766346.0,89829151.0,Weight in kg,2051953.0,Fuel,7.1828
Brazil,2017,Electronics,Export,5720172288.0,35786199.0,Volume in liters,8308336.0,Plastics,5.7202
Nigeria,2020,Pharmaceuticals,Import,7291238079.0,82382013.0,Volume in liters,3935472.0,Chemicals,7.2912
China,2018,Plastics,Import,1594538846.0,28295183.0,Number of items,7343345.0,Metals,1.5945
Germany,2012,Pharmaceuticals,Export,397568777.0,83157241.0,Weight in kg,1648509.0,Vehicles,0.3976
Australia,2020,Electronics,Export,9998768438.0,58568371.0,Volume in liters,8300342.0,Vehicles,9.9988
UK,2013,Chemicals,Import,6359787734.0,30306883.0,Weight in kg,8839552.0,Food,6.3598
Brazil,2010,Metals,Import,9134989922.0,63791191.0,Volume in liters,6983630.0,Food,9.135
Germany,2014,Plastics,Export,6379274384.0,63570681.0,Weight in kg,1239927.0,Pharmaceuticals,6.3793
UK,2016,Electronics,Import,8574809049.0,35236745.0,Volume in liters,2653299.0,Vehicles,8.5748
China,2021,Pharmaceuticals,Export,897618816.0,50575409.0,Number of items,3456746.0,Vehicles,0.8976
India,2017,Metals,Export,6236985267.0,14661105.0,Weight in kg,2770285.0,Electronics,6.237
Japan,2015,Chemicals,Export,1269592509.0,94066789.0,Volume in liters,5816680.0,Textiles,1.2696
Germany,2012,Vehicles,Export,6906004236.0,61515097.0,Weight in kg,7288020.0,Plastics,6.906
India,2010,Textiles,Export,9626055961.0,43923186.0,Number of items,778191.0,Metals,9.6261
China,2023,Food,Import,9403123381.0,73596576.0,Volume in liters,38010.0,Metals,9.4031
France,2017,Pharmaceuticals,Import,1354733544.0,40367730.0,Number of items,4906854.0,Vehicles,1.3547
India,2015,Vehicles,Export,7742344815.0,9584886.0,Number of items,2910054.0,Pharmaceuticals,7.7423
Argentina,2020,Plastics,Export,712903209.0,66753655.0,Volume in liters,7136307.0,Electronics,0.7129
UK,2016,Fuel,Import,5032222021.0,91172969.0,Volume in liters,3290169.0,Fuel,5.0322
USA,2018,Machinery,Export,3459199349.0,16960134.0,Weight in kg,606887.0,Machinery,3.4592
Japan,2016,Fuel,Export,3655115158.0,60603111.0,Number of items,7976217.0,Textiles,3.6551
Nigeria,2016,Plastics,Import,7763734426.0,63186452.0,Number of items,3437799.0,Chemicals,7.7637
Argentina,2016,Pharmaceuticals,Export,9866156520.0,63358104.0,Volume in liters,8106620.0,Pharmaceuticals,9.8662
Australia,2017,Electronics,Import,3650917743.0,6153583.0,Number of items,6402273.0,Chemicals,3.6509
Japan,2011,Machinery,Export,8292353260.0,41176266.0,Number of items,7072420.0,Plastics,8.2924
China,2019,Machinery,Export,7056201542.0,40303772.0,Volume in liters,2401889.0,Food,7.0562
Argentina,2017,Metals,Import,6868422358.0,4502686.0,Volume in liters,3868186.0,Vehicles,6.8684
China,2022,Metals,Import,2518713729.0,22027963.0,Weight in kg,9567976.0,Chemicals,2.5187
China,2021,Metals,Export,9762635400.0,63545124.0,Number of items,1407698.0,Plastics,9.7626
India,2021,Metals,Import,8990492480.0,85477897.0,Volume in liters,6554922.0,Plastics,8.9905
Germany,2017,Textiles,Export,4089996160.0,67680184.0,Volume in liters,2449014.0,Textiles,4.09
Japan,2021,Pharmaceuticals,Import,845233751.0,27917510.0,Volume in liters,1211839.0,Vehicles,0.8452
Germany,2014,Chemicals,Export,1548376438.0,13961224.0,Weight in kg,6146074.0,Pharmaceuticals,1.5484
UK,2019,Textiles,Import,4189943375.0,38122792.0,Weight in kg,627021.0,Electronics,4.1899
Brazil,2016,Machinery,Import,1465302420.0,26179699.0,Number of items,6017074.0,Machinery,1.4653
Nigeria,2014,Machinery,Import,1646799346.0,35046444.0,Weight in kg,2406204.0,Chemicals,1.6468
Brazil,2011,Vehicles,Import,1540391632.0,58462050.0,Number of items,7488675.0,Plastics,1.5404
USA,2013,Vehicles,Export,9989850451.0,94433617.0,Number of items,9511337.0,Fuel,9.9899
Mexico,2016,Machinery,Import,9931165769.0,38666965.0,Weight in kg,8733547.0,Plastics,9.9312
Germany,2022,Food,Export,4923471919.0,43341383.0,Weight in kg,9213289.0,Fuel,4.9235
USA,2015,Machinery,Export,345885281.0,89502037.0,Weight in kg,6851430.0,Plastics,0.3459
India,2021,Textiles,Import,4712962249.0,61848334.0,Volume in liters,5311975.0,Fuel,4.713
Japan,2012,Machinery,Export,880827287.0,91222714.0,Number of items,3310113.0,Vehicles,0.8808
Mexico,2017,Plastics,Import,7888605192.0,55001158.0,Number of items,5489817.0,Vehicles,7.8886
Argentina,2018,Metals,Import,6251622839.0,57798985.0,Number of items,9416619.0,Vehicles,6.2516
UK,2015,Fuel,Export,2779257231.0,40197861.0,Number of items,6347686.0,Metals,2.7793
Brazil,2017,Electronics,Import,4424154741.0,66014354.0,Number of items,7680174.0,Pharmaceuticals,4.4242
Mexico,2011,Machinery,Import,1404127960.0,2465288.0,Weight in kg,3999737.0,Chemicals,1.4041
UK,2012,Machinery,Export,1335409122.0,25864264.0,Volume in liters,936030.0,Machinery,1.3354
Argentina,2011,Machinery,Import,3304398604.0,59686005.0,Number of items,5111840.0,Food,3.3044
Japan,2011,Food,Import,3941543465.0,69353193.0,Number of items,5408362.0,Vehicles,3.9415
